HuMAP2_ID,Confidence,Uniprot_ACCs,genenames
HuMAP2_04207,1,P42025 Q9NZ32 P61163 O00399 Q9UJW0 Q14203 O75935 Q13561 Q9BTE1,ACTR1B ACTR10 ACTR1A DCTN6 DCTN4 DCTN1 DCTN3 DCTN2 DCTN5
HuMAP2_04208,5,A6XGL0 Q8TDX5,YJEFN3 ACMSD
HuMAP2_04209,4,Q8WUM9 Q9Y5Y0 Q29983 Q9BWX1,SLC20A1 FLVCR1 MICA PHF7
HuMAP2_04210,2,P42356 Q8N8J0,PI4KA PI4KAP1
HuMAP2_04211,5,Q4KMP7 Q8NCR0 Q9Y6H1 Q07021 Q9H2A9 Q9NWV4 P04049 Q9HD23 O43852,TBC1D10B B3GALNT2 CHCHD2 C1QBP CHST8 CZIB RAF1 MRS2 CALU
HuMAP2_04212,4,Q05639 Q14166 Q9BVG4 O95156,EEF1A2 TTLL12 PBDC1 NXPH2
HuMAP2_04213,5,Q6P1K8 Q92759 Q8IUD6 Q6ZYL4 Q13888 P32780 Q13889 P19447 Q03393 SPECIAL_unaccounted_gene,GTF2H2C;GTF2H2C_2 GTF2H4 RNF135 GTF2H5 GTF2H2 GTF2H1 GTF2H3 ERCC3 PTS GTF2H2C
HuMAP2_04214,3,Q9Y484 Q96BY7 Q9UPM6,WDR45 ATG2B LHX6
HuMAP2_04215,4,Q07960 Q9H4A6 Q96IJ6 Q96P20 Q96I51,ARHGAP1 GOLPH3 GMPPA NLRP3 RCC1L
HuMAP2_04216,2,Q9UMR2 Q9NUU7 A9UHW6 Q9UHL0 O43310,DDX19B DDX19A MIF4GD DDX25 CTIF
HuMAP2_04217,3,Q5VTB9 Q9NQZ6,RNF220 ZC4H2
HuMAP2_04218,5,Q96CU9 Q8WWV3 Q8NI37,FOXRED1 RTN4IP1 PPTC7
HuMAP2_04219,4,Q9H0X9 Q96HE9,OSBPL5 PRR11
HuMAP2_04220,2,P29350 Q8NE18,PTPN6 NSUN7
HuMAP2_04221,5,Q96SY0 Q96CB8 Q9NVR2 Q9NVM9 Q96N11 Q9H0H0 Q8N201 Q75QN2,INTS14 INTS12 INTS10 INTS13 INTS15 INTS2 INTS1 INTS8
HuMAP2_04222,5,Q8WVE0 Q92504 P68104 Q14166 Q05639 P26640 P26641 P29692 O95156 P49589 Q9BVG4 Q86UP2,EEF1AKMT1 SLC39A7 EEF1A1 TTLL12 EEF1A2 VARS1 EEF1G EEF1D NXPH2 CARS1 PBDC1 KTN1
HuMAP2_04223,5,O15438 O75110,ABCC3 ATP9A
HuMAP2_04224,4,Q8NFA0 P37268 Q7L3V2,USP32 FDFT1 RTL10
HuMAP2_04225,5,Q641Q3 Q96S86 Q9UJH8 Q08397 Q01523 Q8IX07 Q01524 Q8WUX2 P22352 P01023 P20742,METRNL HAPLN3 METRN LOXL1 DEFA5 ZFPM1 DEFA6 CHAC2 GPX3 A2M PZP
HuMAP2_04226,5,Q3MIX3 P17275 P18847 P53539,ADCK5 JUNB ATF3 FOSB
HuMAP2_04227,5,Q9Y3B8 P42892 P10253 P23368,REXO2 ECE1 GAA ME2
HuMAP2_04228,5,Q6UB98 Q8IXB3 O95470 Q9NZ45 O60762,ANKRD12 TRARG1 SGPL1 CISD1 DPM1
HuMAP2_04229,5,Q96MW1 Q9UN30 Q5JVS0 Q9BTD8 Q9Y333,CCDC43 SCML1 HABP4 RBM42 LSM2
HuMAP2_04230,3,P09972 P78406,ALDOC RAE1
HuMAP2_04231,4,Q9H9C1 Q9H267 O95460,VIPAS39 VPS33B MATN4
HuMAP2_04232,3,O43296 Q5CZA5,ZNF264 ZNF805
HuMAP2_04233,2,Q15172 P56704 P56703,PPP2R5A WNT3A WNT3
HuMAP2_04234,5,Q9BZE9 P68543 Q9H867 Q9BZV1 Q969W3,ASPSCR1 UBXN2A VCPKMT UBXN6 VCF1
HuMAP2_04235,4,Q5TF58 Q13426 Q0D2I5 P49917 Q7Z2E3,IFFO2 XRCC4 IFFO1 LIG4 APTX
HuMAP2_04236,4,O14763 O00220 Q14790 Q13158 Q16739 P25445,TNFRSF10B TNFRSF10A CASP8 FADD UGCG FAS
HuMAP2_04237,5,Q9P0T4 Q96C55 Q9NWX6 Q9H2P0 Q8IV63 Q02446,ZNF581 ZNF524 THG1L ADNP VRK3 SP4
HuMAP2_04238,3,Q14031 P29400 P08572 P02462 Q02809,COL4A6 COL4A5 COL4A2 COL4A1 PLOD1
HuMAP2_04239,5,Q9NRA8 O75420 O60573 P42694,EIF4ENIF1 GIGYF1 EIF4E2 HELZ
HuMAP2_04240,5,Q8IXU6 Q86VR2 Q9BTX3 P00395 O15162 Q15038 Q9Y6M7 Q6ZMG9 O43597 Q96S66 Q9NWS8 Q9NZC3 P08962,SLC35F2 RETREG3 TMEM208 MT-CO1 PLSCR1 DAZAP2 SLC4A7 CERS6 SPRY2 CLCC1 RMND1 GDE1 CD63
HuMAP2_04241,3,P01210 P13693,PENK TPT1
HuMAP2_04242,2,Q5VWJ9 O95219 Q9UNH6,SNX30 SNX4 SNX7
HuMAP2_04243,4,P04798 Q96K76 Q92979,CYP1A1 USP47 EMG1
HuMAP2_04244,5,Q8NFX7 Q9BTM9,STXBP6 URM1
HuMAP2_04245,5,Q7L592 Q96JD6 P51687 P30566,NDUFAF7 AKR1E2 SUOX ADSL
HuMAP2_04246,4,P30038 P17931 O75608 Q01469 P62937 P40925 Q9UJ68 P36871 Q16798 P07108,ALDH4A1 LGALS3 LYPLA1 FABP5 PPIA MDH1 MSRA PGM1 ME3 DBI
HuMAP2_04247,5,Q9P287 Q6PIY7 A3KN83,BCCIP TENT2 SBNO1
HuMAP2_04248,2,P49720 Q9UL46 Q06323 P28070,PSMB3 PSME2 PSME1 PSMB4
HuMAP2_04249,2,Q5JRC9 Q6GTX8,FAM47A LAIR1
HuMAP2_04250,4,Q969J2 P17040 Q9BRR0 O14771 Q96JS3,ZKSCAN4 ZSCAN20 ZKSCAN3 ZNF213 PGBD1
HuMAP2_04251,3,Q8N8R7 Q96T68,ARL14EP SETDB2
HuMAP2_04252,5,Q6ZS27 P16402 Q9UQ07,ZNF662 H1-3 MOK
HuMAP2_04253,4,P02647 P02652 Q96L92 Q92903 P02766,APOA1 APOA2 SNX27 CDS1 TTR
HuMAP2_04254,4,Q13394 O14770 Q99687 P40426 Q9BYU1 Q9Y2B2,MAB21L1 MEIS2 MEIS3 PBX3 PBX4 PIGL
HuMAP2_04255,5,Q9H5Q4 Q5T160 Q02338 Q969S9,TFB2M RARS2 BDH1 GFM2
HuMAP2_04256,4,Q9NWZ5 Q9BZX2 Q96BW1,UCKL1 UCK2 UPRT
HuMAP2_04257,4,A7MCY6 Q96CV9 Q9UHD2,TBKBP1 OPTN TBK1
HuMAP2_04258,3,O75019 O75022,LILRA1 LILRB3
HuMAP2_04259,5,Q9H583 Q96F85 O94829 Q9H8H0 Q15061 Q8TED0 Q8IWA0 Q9UMY1 Q7Z3U7 O94822 Q969X6,HEATR1 CNRIP1 IPO13 NOL11 WDR43 UTP15 WDR75 NOL7 MON2 LTN1 UTP4
HuMAP2_04260,4,Q9H2A2 P30837 Q02252 O75608 P80404,ALDH8A1 ALDH1B1 ALDH6A1 LYPLA1 ABAT
HuMAP2_04261,5,Q8TCA0 Q562R1 Q8N4E4 Q9H2J4,LRRC20 ACTBL2 PDCL2 PDCL3
HuMAP2_04262,5,P01591 P01833 P01876,JCHAIN PIGR IGHA1
HuMAP2_04263,4,Q15819 O75828 P16152,UBE2V2 CBR3 CBR1
HuMAP2_04264,3,Q8IXQ5 Q8IXL7,KLHL7 MSRB3
HuMAP2_04265,2,P40222 Q9NUQ3,TXLNA TXLNG
HuMAP2_04266,5,Q8N5N7 Q96E29 O95759 O75127 Q9Y2Z4 O95900 Q96I51 Q9NPE2,MRPL50 MTERF3 TBC1D8 PTCD1 YARS2 TRUB2 RCC1L NGRN
HuMAP2_04267,5,Q96MW1 Q9UN30 Q5JVS0,CCDC43 SCML1 HABP4
HuMAP2_04268,2,Q12934 Q13515,BFSP1 BFSP2
HuMAP2_04269,5,Q13477 Q5BJF2 O00186 A6NFQ2,MADCAM1 TMEM97 STXBP3 TCAF2
HuMAP2_04270,2,P49720 Q9UL46 P28074 P28070,PSMB3 PSME2 PSMB5 PSMB4
HuMAP2_04271,5,P07942 Q9BSH4 Q9NYU2 Q9NYU1 Q9BTD8,LAMB1 TACO1 UGGT1 UGGT2 RBM42
HuMAP2_04272,4,O75506 Q9Y314 Q9NUQ3,HSBP1 NOSIP TXLNG
HuMAP2_04273,5,Q9Y4K3 Q9HAV5 O43187,TRAF6 EDA2R IRAK2
HuMAP2_04274,2,Q96S38 Q96JC1,RPS6KC1 VPS39
HuMAP2_04275,3,Q9HC38 P21399 P33316,GLOD4 ACO1 DUT
HuMAP2_04276,5,P0CG30 P54725 Q7LG56 P31350 Q96D46 O00170,GSTT2B RAD23A RRM2B RRM2 NMD3 AIP
HuMAP2_04277,4,Q8N6D5 P35611 P35612,ANKRD29 ADD1 ADD2
HuMAP2_04278,4,Q9UI47 Q86UP0 P55289 P19022 P55283,CTNNA3 CDH24 CDH12 CDH2 CDH4
HuMAP2_04279,5,Q5VV41 P50993 Q9BYI3 Q86VZ1,ARHGEF16 ATP1A2 HYCC1 P2RY8
HuMAP2_04280,2,Q92547 Q9NTU7,TOPBP1 CBLN4
HuMAP2_04281,4,Q8WXB1 P0DMV9 Q05084 Q9H078 Q9NWQ8,METTL21A HSPA1B ICA1 CLPB PAG1
HuMAP2_04282,3,Q9H165 Q96K83 Q2M1K9 Q8WWY6 Q8N7W2 Q13330,BCL11A ZNF521 ZNF423 MBD3L1 BEND7 MTA1
HuMAP2_04283,4,Q9UQB8 Q9P206,BAIAP2 NHSL3
HuMAP2_04284,5,Q9NX05 O15027 Q9ULX6 O43823,FAM120C SEC16A AKAP8L AKAP8
HuMAP2_04285,5,Q15070 Q92538,OXA1L GBF1
HuMAP2_04286,4,Q6ZN04 A1L020,MEX3B MEX3A
HuMAP2_04287,2,P38936 P49918 P24864 O96020 P28749 P24941,CDKN1A CDKN1C CCNE1 CCNE2 RBL1 CDK2
HuMAP2_04288,5,Q9BY76 O94967,ANGPTL4 WDR47
HuMAP2_04289,5,A1KXE4 Q9UF11 Q6ZRY4 O43251 Q15434 Q93062,FAM168B PLEKHB1 RBPMS2 RBFOX2 RBMS2 RBPMS
HuMAP2_04290,4,Q86Y56 O43592,DNAAF5 XPOT
HuMAP2_04291,5,Q9H0R3 Q9HAB3 Q96SL1 P48067 Q0P6H9 Q13454 O00322 Q14332 O75084 Q9UP38 Q9NPG1 Q9H461,TMEM222 SLC52A2 SLC49A4 SLC6A9 TMEM62 TUSC3 UPK1A FZD2 FZD7 FZD1 FZD3 FZD8
HuMAP2_04292,4,Q92949 P48380 P22670,FOXJ1 RFX3 RFX1
HuMAP2_04293,5,Q14157 Q71RC2 O95319 P06865,UBAP2L LARP4 CELF2 HEXA
HuMAP2_04294,5,Q8NFH4 Q15369 Q96DX5 Q15370 Q9UBF6,NUP37 ELOC ASB9 ELOB RNF7
HuMAP2_04295,5,Q8IYM1 Q9P0V9 Q9NVA2 Q9H3Q1 Q6ZU15 Q9UHD8 Q14141 Q99719 Q8WYJ6 Q9UH03 Q92599 Q8NEP4 Q15019 Q16181 Q9NV79 P55060 Q8IZX4 Q96EN8 Q9NQW6 P08631,SEPTIN12 SEPTIN10 SEPTIN11 CDC42EP4 SEPTIN14 SEPTIN9 SEPTIN6 SEPTIN5 SEPTIN1 SEPTIN3 SEPTIN8 SEPTIN4 SEPTIN2 SEPTIN7 PCMTD2 CSE1L TAF1L MOCOS ANLN HCK
HuMAP2_04296,4,Q5SZQ8 Q8N6W0,CELF3 CELF5
HuMAP2_04297,5,Q14642 A6NED2 P49116 Q7L273 Q8N371 P32970 O14786,INPP5A RCCD1 NR2C2 KCTD9 KDM8 CD70 NRP1
HuMAP2_04298,5,Q9BPY3 Q16698,FAM118B DECR1
HuMAP2_04299,5,Q13017 Q93084 Q9H900 Q8N6M8,ARHGAP5 ATP2A3 ZWILCH IQCF1
HuMAP2_04300,4,Q96DW6 Q9H1U9 Q96G30,SLC25A38 SLC25A51 MRAP2
HuMAP2_04301,5,O75365 Q12974 Q9H8M5 Q9NRU3 Q6P4Q7,PTP4A3 PTP4A2 CNNM2 CNNM1 CNNM4
HuMAP2_04302,4,Q2M1K9 Q92681 Q96DA0,ZNF423 RSC1A1 ZG16B
HuMAP2_04303,2,Q96NA8 Q9ULJ3 O14958,TSNARE1 ZBTB21 CASQ2
HuMAP2_04304,5,O14763 O00220 Q9BPY3 Q8NC42 Q14790 Q08345 Q13158 Q9NZH6 Q16739 P48449 P25445,TNFRSF10B TNFRSF10A FAM118B RNF149 CASP8 DDR1 FADD IL37 UGCG LSS FAS
HuMAP2_04305,5,Q9Y6D6 O75783 Q5TCQ9 Q86UL8 O95988 Q9UPZ3,ARFGEF1 RHBDL1 MAGI3 MAGI2 TCL1B HPS5
HuMAP2_04306,4,Q9UGP5 Q03154 Q5T6V5,POLL ACY1 QNG1
HuMAP2_04307,2,Q8N5Z5 O00411 Q14681 Q9NXV2,KCTD17 POLRMT KCTD2 KCTD5
HuMAP2_04308,4,Q8TAV3 P34931,CYP2W1 HSPA1L
HuMAP2_04309,4,Q9Y6A5 Q96QS3,TACC3 ARX
HuMAP2_04310,4,Q9NVM6 Q99543 Q9BY44 Q8NBJ7,DNAJC17 DNAJC2 EIF2A SUMF2
HuMAP2_04311,5,Q92805 P06746 Q96T60 Q9NUW8 Q7Z2E3 Q92934,GOLGA1 POLB PNKP TDP1 APTX BAD
HuMAP2_04312,2,Q92841 O43143,DDX17 DHX15
HuMAP2_04313,4,Q8TF05 P60510 Q16204 O60299,PPP4R1 PPP4C CCDC6 LZTS3
HuMAP2_04314,3,Q0D2K3 Q5TAB7 Q04725,RIPPLY1 RIPPLY2 TLE2
HuMAP2_04315,2,P01912 Q30154,HLA-DRB1 HLA-DRB5
HuMAP2_04316,5,Q96HR9 P31785 P60201,REEP6 IL2RG PLP1
HuMAP2_04317,5,Q13522 Q01650 P13928 Q92542 Q06609 P68133 Q14565 Q9UQP3,PPP1R1A SLC7A5 ANXA8 NCSTN RAD51 ACTA1 DMC1 TNN
HuMAP2_04318,4,Q86SQ7 Q7Z3Z3 Q6AZY7 Q9Y6K9 Q9P2J5,SDCCAG8 PIWIL3 SCARA3 IKBKG LARS1
HuMAP2_04319,3,Q9BRA2 Q9UHD9 Q4G176 O75874 P48735 P54819,TXNDC17 UBQLN2 ACSF3 IDH1 IDH2 AK2
HuMAP2_04320,3,O14556 P04406,GAPDHS GAPDH
HuMAP2_04321,4,Q9UNZ5 Q9UIF9,C19orf53 BAZ2A
HuMAP2_04322,4,Q9BV40 Q16563 P63027,VAMP8 SYPL1 VAMP2
HuMAP2_04323,2,Q92747 Q9BPX5 O15143 O15511 P61158 O15145 P59998 P61160 O15144,ARPC1A ARPC5L ARPC1B ARPC5 ACTR3 ARPC3 ARPC4 ACTR2 ARPC2
HuMAP2_04324,5,Q9ULX6 O43823,AKAP8L AKAP8
HuMAP2_04326,2,Q92698 Q96HA8,RAD54L NTAQ1
HuMAP2_04327,2,Q15904 Q8N511 O75787 Q96NT0 Q3ZAQ7,ATP6AP1 TMEM199 ATP6AP2 CCDC115 VMA21
HuMAP2_04328,4,Q96NY8 Q9GZU0,NECTIN4 C6orf62
HuMAP2_04329,4,O75886 O14964,STAM2 HGS
HuMAP2_04330,3,Q9UHB9 P37108 O76094 P49458,SRP68 SRP14 SRP72 SRP9
HuMAP2_04331,1,P84022 Q15796,SMAD3 SMAD2
HuMAP2_04332,5,Q52LJ0 O15169 Q7Z2Z2,FAM98B AXIN1 EFL1
HuMAP2_04333,2,O95931 Q8IXK0 Q8NDX5 P35226,CBX7 PHC2 PHC3 BMI1
HuMAP2_04334,5,Q9NYQ7 Q8WXG9 Q96PX1 Q9UQ74 Q969S9,CELSR3 ADGRV1 RNF157 PSG8 GFM2
HuMAP2_04335,5,Q9H0H5 Q8NEM2 Q02241,RACGAP1 SHCBP1 KIF23
HuMAP2_04336,5,Q9H4A9 Q12891 Q9H4B8 Q9BTN0,DPEP2 HYAL2 DPEP3 LRFN3
HuMAP2_04337,3,Q92945 Q08257 P31483,KHSRP CRYZ TIA1
HuMAP2_04338,5,Q96A23 O95741 Q9H4W6,CPNE4 CPNE6 EBF3
HuMAP2_04339,5,P0DJD1 O14524 O60503 P61769,RGPD2 NEMP1 ADCY9 B2M
HuMAP2_04340,4,Q9H446 P55039,RWDD1 DRG2
HuMAP2_04341,5,Q68D10 Q9NV72 Q9Y388 Q14684 Q5T3I0,SPTY2D1 ZNF701 RBMX2 RRP1B GPATCH4
HuMAP2_04342,5,Q9BVV6 Q13042 Q9UJJ9 Q4KWH8 Q15468,KIAA0586 CDC16 GNPTG PLCH1 STIL
HuMAP2_04343,5,Q52LG2 Q9GZT8 Q5BKZ1 P38159 P01185,KRTAP13-2 NIF3L1 ZNF326 RBMX AVP
HuMAP2_04344,2,P22090 Q8TD47,RPS4Y1 RPS4Y2
HuMAP2_04345,4,Q53EV4 Q5TCS8,LRRC23 AK9
HuMAP2_04346,5,Q14789 O00161 Q8N302 Q14596 O76038,GOLGB1 SNAP23 AGGF1 NBR1 SCGN
HuMAP2_04347,5,Q9UID3 P78362 O75155 Q8IZ40 Q96SB4,VPS51 SRPK2 CAND2 RCOR2 SRPK1
HuMAP2_04348,4,Q16635 Q9BZ76 Q495W5,TAFAZZIN CNTNAP3 FUT11
HuMAP2_04349,3,Q9UBU8 O95619 Q96L91 Q9NV56 Q9H0E9 Q52LR7 Q9NXR8 Q9H2F5 Q92993,MORF4L1 YEATS4 EP400 MRGBP BRD8 EPC2 ING3 EPC1 KAT5
HuMAP2_04350,3,Q9UKY7 P26038,CDV3 MSN
HuMAP2_04351,3,Q96BY6 Q9BZ29,DOCK10 DOCK9
HuMAP2_04352,2,P16615 P05023,ATP2A2 ATP1A1
HuMAP2_04354,3,Q9Y2I6 P41220,NINL RGS2
HuMAP2_04355,5,Q5VTL8 Q9BX40 Q9C0C9 Q9NQ29 Q2MKA7 Q9UPZ9 Q9NTG7 Q07021 Q14739,PRPF38B LSM14B UBE2O LUC7L RSPO1 CILK1 SIRT3 C1QBP LBR
HuMAP2_04356,5,Q9H361 Q01415,PABPC3 GALK2
HuMAP2_04357,3,Q05639 Q14166 Q9BVG4,EEF1A2 TTLL12 PBDC1
HuMAP2_04358,4,O43734 Q9H2X6 Q15274,TRAF3IP2 HIPK2 QPRT
HuMAP2_04359,2,Q8N4H0 O95239,SPATA6L KIF4A
HuMAP2_04360,5,Q9BYX2 Q6A162,TBC1D2 KRT40
HuMAP2_04361,4,Q9H444 Q9HD42,CHMP4B CHMP1A
HuMAP2_04362,5,Q96DR7 P46199 Q9H2U2,ARHGEF26 MTIF2 PPA2
HuMAP2_04363,3,P31629 P15822 P30305 Q9Y297 Q9BV36,HIVEP2 HIVEP1 CDC25B BTRC MLPH
HuMAP2_04364,5,Q6ICG6 Q5TB80 Q8N9N8 P46940 P62258 Q9Y450 Q53EL6 Q15004 P63104 P61981 P31946 Q9UNE7 Q04917 P27348 Q969F2 Q99757 Q13185 Q96EQ0 P51858 P31947,KIAA0930 CEP162 EIF1AD IQGAP1 YWHAE HBS1L PDCD4 PCLAF YWHAZ YWHAG YWHAB STUB1 YWHAH YWHAQ NKD2 TXN2 CBX3 SGTB HDGF SFN
HuMAP2_04365,5,Q9GZM7 Q9Y6D5 P54105 P51606 Q9NQ92 Q9BQA1 Q9BRS2 O14744,TINAGL1 ARFGEF2 CLNS1A RENBP COPRS WDR77 RIOK1 PRMT5
HuMAP2_04366,4,P49642 P09884 P49643 Q14181,PRIM1 POLA1 PRIM2 POLA2
HuMAP2_04367,1,P08238 P07900,HSP90AB1 HSP90AA1
HuMAP2_04368,4,Q9P2N6 Q9BVI0,KANSL3 PHF20
HuMAP2_04369,2,P48730 P49674,CSNK1D CSNK1E
HuMAP2_04370,1,O75677 O75678 O75679,RFPL1 RFPL2 RFPL3
HuMAP2_04371,5,Q13794 Q16611 Q07820 Q96PG8,PMAIP1 BAK1 MCL1 BBC3
HuMAP2_04372,3,Q9Y6I9 Q9HCU5,TEX264 PREB
HuMAP2_04373,4,P52566 P63098 P16298 P48454 Q08209 Q14206 Q9H993 P53805 Q9UKA8,ARHGDIB PPP3R1 PPP3CB PPP3CC PPP3CA RCAN2 ARMT1 RCAN1 RCAN3
HuMAP2_04374,5,Q9H467 Q9H6K5 Q86T82 Q9UM11,CUEDC2 PRR36 USP37 FZR1
HuMAP2_04375,3,Q9UBU8 Q9Y605 Q8WUU5 Q86YC2 Q7Z589,MORF4L1 MRFAP1 GATAD1 PALB2 EMSY
HuMAP2_04376,2,Q8NDV3 O60216 Q96FF9 Q7Z5K2,SMC1B RAD21 CDCA5 WAPL
HuMAP2_04377,5,Q8WVE0 O75525 Q05639 P26640 O95156,EEF1AKMT1 KHDRBS3 EEF1A2 VARS1 NXPH2
HuMAP2_04378,2,Q14185 Q96BJ8,DOCK1 ELMO3
HuMAP2_04379,5,Q96BW9 P20648 Q86YB8 O60259 P11150,TAMM41 ATP4A ERO1B KLK8 LIPC
HuMAP2_04380,4,Q96A26 Q53RD9 Q9NWR8 Q12797 Q8NE86,FAM162A FBLN7 MCUB ASPH MCU
HuMAP2_04381,1,Q9Y678 P53621,COPG1 COPA
HuMAP2_04382,2,O75140 Q8WTW4,DEPDC5 NPRL2
HuMAP2_04383,5,Q9HC44 P50579 Q00G26 Q8N3E9 Q8N9U0,GPBP1L1 METAP2 PLIN5 PLCD3 TC2N
HuMAP2_04384,5,P49189 Q96LW7 Q9Y3Z3 P49841 Q9UPV9 O15169 Q8IXI2 P49840 Q96C19 O60296 Q92837,ALDH9A1 CARD19 SAMHD1 GSK3B TRAK1 AXIN1 RHOT1 GSK3A EFHD2 TRAK2 FRAT1
HuMAP2_04385,5,Q8NEM7 O75486 Q9ULM3 Q86TJ2 O94864 A1XBS5 O75478 Q92830 Q9HBM6 Q16514 Q9H8E8 Q96BN2 Q96ES7 Q92831 Q12962 O75529 Q9Y6J9 O75528 Q9NS73 Q8IYH5 Q16594,SUPT20H SUPT3H YEATS2 TADA2B SUPT7L CIBAR1 TADA2A KAT2A TAF9B TAF12 KAT14 TADA1 SGF29 KAT2B TAF10 TAF5L TAF6L TADA3 MBIP ZZZ3 TAF9
HuMAP2_04386,3,Q86SZ2 A5PLN9 Q8WVR3 Q9Y296 Q9Y5R8 O43617 Q8IUR0,TRAPPC6B TRAPPC13 TRAPPC14 TRAPPC4 TRAPPC1 TRAPPC3 TRAPPC5
HuMAP2_04387,5,Q8IVF4 Q14508 Q14554 Q562E7 Q9Y2B0 A4D1P6,DNAH10 WFDC2 PDIA5 WDR81 CNPY2 WDR91
HuMAP2_04388,3,P23528 P40123,CFL1 CAP2
HuMAP2_04389,5,Q2NKX8 P43378 Q15139 Q99504 O95677 Q9NPC8 O00167 Q99502 Q15475,ERCC6L PTPN9 PRKD1 EYA3 EYA4 SIX2 EYA2 EYA1 SIX1
HuMAP2_04390,5,Q68D51 Q8NI29 Q8IV36 Q9BWV1,DENND2C FBXO27 HID1 BOC
HuMAP2_04391,5,O95208 Q9H201,EPN2 EPN3
HuMAP2_04392,4,Q8NBX0 Q9P021 Q92995,SCCPDH CRIPT USP13
HuMAP2_04393,3,P11940 Q13310,PABPC1 PABPC4
HuMAP2_04394,4,Q96GP6 O43291,SCARF2 SPINT2
HuMAP2_04395,2,Q86YB7 Q13825,ECHDC2 AUH
HuMAP2_04396,4,Q9HCM9 Q6ZSS3,TRIM39 ZNF621
HuMAP2_04397,5,P13637 Q99805 P54709 P54707 P43003 O95864 O95573 Q8TBG9 P23786 Q9C0E8,ATP1A3 TM9SF2 ATP1B3 ATP12A SLC1A3 FADS2 ACSL3 SYNPR CPT2 LNPK
HuMAP2_04398,2,Q9UFC0 Q13416 Q9Y5N6,LRWD1 ORC2 ORC6
HuMAP2_04399,4,Q9H6L2 Q9BPU9 Q9UPM9 Q9NXB0,TMEM231 B9D2 B9D1 MKS1
HuMAP2_04400,4,P37802 Q14019 P40926 P02689 P36551 P52758,TAGLN2 COTL1 MDH2 PMP2 CPOX RIDA
HuMAP2_04401,4,Q96PE2 Q9NYN1 Q96A58,ARHGEF17 RASL12 RERG
HuMAP2_04402,2,Q92506 Q8N4T8,HSD17B8 CBR4
HuMAP2_04403,4,Q13522 P13928 Q92542 P68133 Q14565,PPP1R1A ANXA8 NCSTN ACTA1 DMC1
HuMAP2_04404,5,Q7Z698 O95149 Q9P0J1,SPRED2 SNUPN PDP1
HuMAP2_04405,5,Q5VUJ9 P41229 Q9H0B3,EFCAB2 KDM5C IQCN
HuMAP2_04406,3,Q9UNA1 A1A4S6 O60890 Q9Y426,ARHGAP26 ARHGAP10 OPHN1 C2CD2
HuMAP2_04407,4,Q9UHR4 Q9H4A5 Q9NQ84 O60551,BAIAP2L1 GOLPH3L GPRC5C NMT2
HuMAP2_04408,3,Q9BRZ2 P62633,TRIM56 CNBP
HuMAP2_04409,3,Q15417 Q99439,CNN3 CNN2
HuMAP2_04410,2,Q8WVJ2 O15523 O00571,NUDCD2 DDX3Y DDX3X
HuMAP2_04411,2,Q9GZX3 Q8NCG5,CHST6 CHST4
HuMAP2_04412,2,Q96AJ9 Q9BV40 Q86Y82 O60499 Q96CV9,VTI1A VAMP8 STX12 STX10 OPTN
HuMAP2_04413,4,P29083 P29084 Q08629 Q5SYE7,GTF2E1 GTF2E2 SPOCK1 NHSL1
HuMAP2_04414,3,Q8TAP6 Q5TD97,CEP76 FHL5
HuMAP2_04415,5,P0DN79 Q13228 P51649 Q86X76 Q969T9 Q9NVS9,SPECIALin_UniProt_but_no_gene SELENBP1 ALDH5A1 NIT1 WBP2 PNPO
HuMAP2_04416,2,P46779 P05388 P67809,RPL28 RPLP0 YBX1
HuMAP2_04417,5,O75051 Q9GZZ8 P31025,PLXNA2 LACRT LCN1
HuMAP2_04418,5,Q8N0U8 Q9NRZ7 P0CG08,VKORC1L1 AGPAT3 GPR89B
HuMAP2_04419,4,Q9UHD1 P30043 O94953 Q99447 P28838 P63000,CHORDC1 BLVRB KDM4B PCYT2 LAP3 RAC1
HuMAP2_04420,4,Q9NTX9 Q01664 Q9NNX6 P50542 Q9Y3R4,FAM217B TFAP4 CD209 PEX5 NEU2
HuMAP2_04421,4,O75643 Q96DI7 A6NC98 O95400 P62316 P83876 Q8N1G4 Q8WWY3 P14678 P62308 Q15020 Q9BUQ8 O43395 O60828 O94906 P62304 O43172 Q53GS9 O43290 Q9H6E5 O75223 P62312,SNRNP200 SNRNP40 CCDC88B CD2BP2 SNRPD2 TXNL4A LRRC47 PRPF31 SNRPB SNRPG SART3 DDX23 PRPF3 PQBP1 PRPF6 SNRPE PRPF4 USP39 SART1 TUT1 GGCT LSM6
HuMAP2_04422,2,Q6NT76 Q9Y316,HMBOX1 MEMO1
HuMAP2_04423,4,O43829 Q8NHY5 Q99638 O60921 O60671,ZBTB14 HUS1B RAD9A HUS1 RAD1
HuMAP2_04424,3,O15239 P51970 P56181,NDUFA1 NDUFA8 NDUFV3
HuMAP2_04425,5,Q16560 O75064 Q6IEG0 Q8N8D1 Q9UDW3 Q96LT9 Q15696 Q6PID6,SNRNP35 DENND4B SNRNP48 PDCD7 ZMAT5 RNPC3 ZRSR2 TTC33
HuMAP2_04426,4,Q96LA8 Q12800 Q9NZI7,PRMT6 TFCP2 UBP1
HuMAP2_04427,5,P43631 Q14954 Q14953 A0A0G2JN01,KIR2DS2 KIR2DS1 KIR2DS5 KIR3DP1
