HuMAP2_ID,Confidence,Uniprot_ACCs,genenames
HuMAP2_04428,4,Q86T26 Q9BZ11 P15812,TMPRSS11B ADAM33 CD1E
HuMAP2_04429,4,Q9HAU4 Q9HCE7 Q99717 Q96GW9 Q15797,SMURF2 SMURF1 SMAD5 MARS2 SMAD1
HuMAP2_04430,2,Q5XPI4 Q9BSL1,RNF123 UBAC1
HuMAP2_04431,5,Q8WUY9 Q9BXL6 Q49AM3 P53355 P13284 Q15155,DEPDC1B CARD14 TTC31 DAPK1 IFI30 NOMO1
HuMAP2_04432,5,Q6ZU80 O94964 Q99598,CEP128 MTCL2 TSNAX
HuMAP2_04433,2,Q6UWR7 Q8IUI8,ENPP6 CRLF3
HuMAP2_04434,4,P06340 P46098 Q04671,HLA-DOA HTR3A OCA2
HuMAP2_04435,4,Q9BVA1 Q13938 P36404,TUBB2B CAPS ARL2
HuMAP2_04436,2,P57103 Q9UPR5,SLC8A3 SLC8A2
HuMAP2_04437,5,O60218 Q9H488 Q8TE73 P00558,AKR1B10 POFUT1 DNAH5 PGK1
HuMAP2_04438,5,Q96T55 Q99442 Q9ULG6,KCNK16 SEC62 CCPG1
HuMAP2_04439,4,P15692 P17948,VEGFA FLT1
HuMAP2_04440,1,Q9H2W6 Q9NQ50,MRPL46 MRPL40
HuMAP2_04441,5,Q00169 Q9NTZ6 Q9NRV9 P52594 Q96CN7 Q9BV20 P18206,PITPNA RBM12 HEBP1 AGFG1 ISOC1 MRI1 VCL
HuMAP2_04442,3,Q9ULV4 Q12792,CORO1C TWF1
HuMAP2_04443,3,Q8WXI4 Q8WYK0 Q96BR9,ACOT11 ACOT12 ZBTB8A
HuMAP2_04444,5,Q96GY0 Q9Y6D5 Q8IXV7 Q02318 Q8IZ69 A6NHL2 Q9NV06 O14530 P40227 Q9H2J4 P11310 Q92526 Q9UJT1 P57775 O14737 P50991 P49368 Q13371 P78371 O43929 P50990 Q99832 P48643 P17987,ZC2HC1A ARFGEF2 KLHDC8B CYP27A1 TRMT2A TUBAL3 DCAF13 TXNDC9 CCT6A PDCL3 ACADM CCT6B TUBD1 FBXW4 PDCD5 CCT4 CCT3 PDCL CCT2 ORC4 CCT8 CCT7 CCT5 TCP1
HuMAP2_04445,4,Q86X02 Q14657 P25208 P08865 A0A8I5KQE6,CDR2L LAGE3 NFYB RPSA RPSAP58
HuMAP2_04446,2,Q15649 Q9UHK0,ZNHIT3 NUFIP1
HuMAP2_04447,4,P48594 P29508 P0C7M8 P09382 P61221,SERPINB4 SERPINB3 CLEC2L LGALS1 ABCE1
HuMAP2_04448,4,Q02224 Q13515 P51955,CENPE BFSP2 NEK2
HuMAP2_04449,4,O00584 O00754,RNASET2 MAN2B1
HuMAP2_04450,2,Q9BQI3 Q14154,EIF2AK1 DELE1
HuMAP2_04451,2,O75190 P58340,DNAJB6 MLF1
HuMAP2_04452,4,P05814 Q8NAJ2,CSN2 C9orf106
HuMAP2_04453,4,Q92805 P06746 Q96T60 Q9NUW8 Q7Z2E3,GOLGA1 POLB PNKP TDP1 APTX
HuMAP2_04454,2,Q9Y5J9 Q9Y5L4 P01213,TIMM8B TIMM13 PDYN
HuMAP2_04455,5,Q9Y2K1 P36508 Q9NZI5 Q6ISB3,ZBTB1 ZNF76 GRHL1 GRHL2
HuMAP2_04456,4,Q07021 Q14739,C1QBP LBR
HuMAP2_04457,5,Q9NX38 Q3MIT2 Q7L7X3,ABITRAM PUS10 TAOK1
HuMAP2_04458,3,P30154 Q16537 P30153 P60842 P67775,PPP2R1B PPP2R5E PPP2R1A EIF4A1 PPP2CA
HuMAP2_04459,4,Q9P2W1 Q7Z6M4 Q9BWT6,PSMC3IP MTERF4 MND1
HuMAP2_04460,5,Q13576 Q9P2R7,IQGAP2 SUCLA2
HuMAP2_04461,5,P0CG30 Q96D46,GSTT2B NMD3
HuMAP2_04462,5,Q8N131 Q04837 Q8IWB7,TMEM123 SSBP1 WDFY1
HuMAP2_04463,4,O14775 P49758,GNB5 RGS6
HuMAP2_04464,5,Q9P270 Q8ND83 Q14008 O95359,SLAIN2 SLAIN1 CKAP5 TACC2
HuMAP2_04465,5,P26447 Q13015 P25815 P04271,S100A4 MLLT11 S100P S100B
HuMAP2_04466,5,P01009 Q8IW41 Q5VIY5 Q9UKA1 P02647 Q16659 P17035 P17097,SERPINA1 MAPKAPK5 ZNF468 FBXL5 APOA1 MAPK6 ZNF28 ZNF7
HuMAP2_04467,5,Q8WTS1 P01111,ABHD5 NRAS
HuMAP2_04468,5,A7KAX9 Q9Y575 P50548,ARHGAP32 ASB3 ERF
HuMAP2_04469,4,Q86YR5 Q9UN36 Q16851,GPSM1 NDRG2 UGP2
HuMAP2_04470,4,Q5T230 Q9UJT2,UTF1 TSKS
HuMAP2_04471,1,Q9UL26 Q13636,RAB22A RAB31
HuMAP2_04472,5,Q8N4U5 Q5TF39 O14530 A6NHL2 P68363 P0DPH8 Q6PEY2 P20309 Q9UK39,TCP11L2 MFSD4B TXNDC9 TUBAL3 TUBA1B TUBA3D TUBA3E CHRM3 NOCT
HuMAP2_04473,4,Q9H0F6 Q6UWE0 Q5VXI9 P07098,SHARPIN LRSAM1 LIPN LIPF
HuMAP2_04474,4,Q9UKB3 Q9H6X2 P17752,DNAJC12 ANTXR1 TPH1
HuMAP2_04475,5,P13637 P35268,ATP1A3 RPL22
HuMAP2_04476,5,Q8IZ02 O75022 Q6PI73,LRRC34 LILRB3 LILRA6
HuMAP2_04477,5,Q03692 Q86Z23,COL10A1 C1QL4
HuMAP2_04478,4,Q99714 Q6PCE3 Q9ULC5 O60888 Q16831 Q16836,HSD17B10 PGM2L1 ACSL5 CUTA UPP1 HADH
HuMAP2_04479,2,O95359 O75410,TACC2 TACC1
HuMAP2_04480,2,O15247 Q9NZA1 Q4KMQ1,CLIC2 CLIC5 TPRN
HuMAP2_04481,5,Q8N6G6 Q6Y288 P27918,ADAMTSL1 B3GLCT CFP
HuMAP2_04482,3,Q16665 Q99742 P27540,HIF1A NPAS1 ARNT
HuMAP2_04483,2,P02462 Q02809,COL4A1 PLOD1
HuMAP2_04484,5,Q9Y3P9 Q8N823 Q12980 P09017 Q9NNX1 Q03060,RABGAP1 ZNF611 NPRL3 HOXC4 TUFT1 CREM
HuMAP2_04485,2,P12532 Q8WUM4 O94903,CKMT1A;CKMT1B PDCD6IP PLPBP
HuMAP2_04486,4,Q02040 Q08043,AKAP17A ACTN3
HuMAP2_04487,5,Q02750 Q8IVT5,MAP2K1 KSR1
HuMAP2_04488,4,Q32MZ4 Q9H3H9 P28289 Q13045,LRRFIP1 TCEAL2 TMOD1 FLII
HuMAP2_04489,5,P78357 Q9H0V9 P35354,CNTNAP1 LMAN2L PTGS2
HuMAP2_04490,4,Q8N865 Q96NN9,SPMIP4 AIFM3
HuMAP2_04491,5,Q8NEP9 Q96NE9 O00748 P05067,ZNF555 FRMD6 CES2 APP
HuMAP2_04492,5,A1X283 Q5TCZ1 Q96H86 P49842 O76041,SH3PXD2B SH3PXD2A ZNF764 STK19 NEBL
HuMAP2_04493,2,Q9Y228 Q9NVK5 Q9ULQ0,TRAF3IP3 FGFR1OP2 STRIP2
HuMAP2_04494,3,Q16831 O60888,UPP1 CUTA
HuMAP2_04495,5,Q96K21 Q9UN37,ZFYVE19 VPS4A
HuMAP2_04496,1,Q9Y5F0 Q9Y5F2,PCDHB13 PCDHB11
HuMAP2_04498,3,P51965 P40818,UBE2E1 USP8
HuMAP2_04499,4,P01111 Q13671 P01112 P01116 P00519,NRAS RIN1 HRAS KRAS ABL1
HuMAP2_04500,2,Q86W42 Q96J01 Q8NI27 Q96FV9 Q6I9Y2 Q13769,THOC6 THOC3 THOC2 THOC1 THOC7 THOC5
HuMAP2_04501,1,A2A368 P43358,MAGEB16 MAGEA4
HuMAP2_04502,1,Q9Y2X3 O00567 P22087,NOP58 NOP56 FBL
HuMAP2_04503,5,Q9H246 Q9HAC8 Q6PEY0,C1orf21 UBTD1 GJB7
HuMAP2_04504,2,Q96GM5 Q92782,SMARCD1 DPF1
HuMAP2_04505,2,Q99848 O76021 Q8TDN6 Q9GZR7 O00567 Q15050 Q9BRT6,EBNA1BP2 RSL1D1 BRIX1 DDX24 NOP56 RRS1 LLPH
HuMAP2_04506,4,Q9NVL8 Q8TC41 Q9ULC3 P02774 Q9BYX7,CCDC198 RNF217 RAB23 GC POTEKP
HuMAP2_04507,4,Q9BQA1 Q9BRS2 O14744,WDR77 RIOK1 PRMT5
HuMAP2_04508,3,Q9Y5U9 Q9Y3C0 Q9UM21 O75506 Q9NQA3,IER3IP1 WASHC3 MGAT4A HSBP1 WASH6P
HuMAP2_04509,2,Q8WVV5 Q7KYR7,BTN2A2 BTN2A1
HuMAP2_04510,2,Q9BX70 Q9H0C5,BTBD2 BTBD1
HuMAP2_04511,2,Q6S8J3 Q92871 O15305,POTEE PMM1 PMM2
HuMAP2_04512,5,P63151 Q96E09 Q9BXL8,PPP2R2A PABIR1 CDCA4
HuMAP2_04513,2,P61218 P53803,POLR2F POLR2K
HuMAP2_04514,2,O94979 Q96KG9,SEC31A SCYL1
HuMAP2_04515,5,Q3SY00 O75368 P14866 Q15785 Q9C0D3 Q6N069 Q9BSU3 P41227 Q01970 Q9BXJ9 Q9GZZ1 Q8WYP3 P55145 Q9NX55,TSGA10IP SH3BGRL HNRNPL TOMM34 ZYG11B NAA16 NAA11 NAA10 PLCB3 NAA15 NAA50 RIN2 MANF HYPK
HuMAP2_04516,5,Q6UWB1 P21217 Q9H1E5 Q9UBM1,IL27RA FUT3 TMX4 PEMT
HuMAP2_04517,5,Q9Y586 Q13394 P55347 O14770 O00470 Q99687 P40426 Q9BYU1 P40424 P40425 Q9Y2B2,MAB21L2 MAB21L1 PKNOX1 MEIS2 MEIS1 MEIS3 PBX3 PBX4 PBX1 PBX2 PIGL
HuMAP2_04518,5,Q9HD40 Q9BRF8,SEPSECS CPPED1
HuMAP2_04519,4,Q15011 O75808,HERPUD1 CAPN15
HuMAP2_04520,3,P78348 Q16515,ASIC1 ASIC2
HuMAP2_04521,4,Q86UK7 Q8N4A0 Q8TC44,ZNF598 GALNT4 POC1B
HuMAP2_04522,3,O75396 Q9P2W9 Q8WVM8 Q12981 O15155,SEC22B STX18 SCFD1 BNIP1 BET1
HuMAP2_04523,5,Q96DW6 Q96G30 Q9NP58 Q8IWB9,SLC25A38 MRAP2 ABCB6 TEX2
HuMAP2_04524,4,P32969 Q03252 Q9Y3A4 Q0VF96 Q9H6R4 Q9P2M7,RPL9;RPL9P7;RPL9P8;RPL9P9 LMNB2 RRP7A CGNL1 NOL6 CGN
HuMAP2_04525,2,O43390 P35637 Q96KR1,HNRNPR FUS ZFR
HuMAP2_04526,2,Q0JRZ9 P98082,FCHO2 DAB2
HuMAP2_04527,2,Q13705 P80370,ACVR2B DLK1
HuMAP2_04528,4,Q9H444 Q9BY43 Q9HD42 Q9NZZ3 Q9H169,CHMP4B CHMP4A CHMP1A CHMP5 STMN4
HuMAP2_04529,4,O75940 P12956 Q13426 P13010 O43583 Q14191,SMNDC1 XRCC6 XRCC4 XRCC5 DENR WRN
HuMAP2_04530,5,Q9NQ48 Q8TAM1 Q8NFJ9 Q3SYG4 Q96RK4 Q9BXC9 Q8TAM2 Q8IWZ6 Q8N3I7,LZTFL1 BBS10 BBS1 BBS9 BBS4 BBS2 TTC8 BBS7 BBS5
HuMAP2_04531,1,P11441 P46379 Q7L5D6,UBL4A BAG6 GET4
HuMAP2_04532,3,P0DN76 Q05519 O95232 Q14498 Q7L014 P26368,SPECIALin_UniProt_but_no_gene SRSF11 LUC7L3 RBM39 DDX46 U2AF2
HuMAP2_04533,5,Q9UFC0 Q9UBD5 Q9Y5N6 O43929 Q13416 O43913,LRWD1 ORC3 ORC6 ORC4 ORC2 ORC5
HuMAP2_04534,5,Q8N6D5 Q9UMR7 Q7Z309 Q9H1E1 Q7L190 Q13283 P35611 Q9UEY8 P35612,ANKRD29 CLEC4A PABIR2 RNASE7 DPPA4 G3BP1 ADD1 ADD3 ADD2
HuMAP2_04535,3,Q9P0V9 Q6ZU15 Q9NVA2 Q15019 Q9UHD8 Q16181 Q8WYJ6 Q9UH03 Q14141 Q99719 Q92599,SEPTIN10 SEPTIN14 SEPTIN11 SEPTIN2 SEPTIN9 SEPTIN7 SEPTIN1 SEPTIN3 SEPTIN6 SEPTIN5 SEPTIN8
HuMAP2_04536,2,Q6AZY7 P07766,SCARA3 CD3E
HuMAP2_04537,4,Q6PID8 Q9UK10 Q9H5V7 Q9UKS7 Q9UKT9 Q9H2S9 Q13422,KLHDC10 ZNF225 IKZF5 IKZF2 IKZF3 IKZF4 IKZF1
HuMAP2_04538,2,Q9NVX0 Q7Z4H7 O94927 Q96CS2 Q9H6D7 Q9BT25 Q99871 Q68CZ6,HAUS2 HAUS6 HAUS5 HAUS1 HAUS4 HAUS8 HAUS7 HAUS3
HuMAP2_04539,4,Q9NVM6 Q03431,DNAJC17 PTH1R
HuMAP2_04540,5,Q14108 Q9UBD6,SCARB2 RHCG
HuMAP2_04541,5,Q9BXI6 Q9H425 Q86UU1 Q9H3S7 Q8N543 Q6PIJ6 Q8N4Q0 Q8NBJ4 Q5JTZ9 P58107 O60294 Q9Y2Y9 O95571 Q08830 Q9H063 Q9NWH9 Q9UJK0 Q9H089,TBC1D10A C1orf198 PHLDB1 PTPN23 OGFOD1 FBXO38 PTGR3 GOLM1 AARS2 EPPK1 LCMT2 KLF13 ETHE1 FGL1 MAF1 SLTM TSR3 LSG1
HuMAP2_04542,4,Q8TAE8 Q9UBX3 Q9NVS2 P49406 Q9BQC6 Q9BYC9 Q9P0M9 Q96GC5 Q4U2R6 Q13084 Q9BQ48 Q9NRX2 Q96DV4 Q9H9J2 Q16540 Q9NX20 Q8N5N7 Q9Y6G3 Q7Z7F7 Q9Y3B7 P52815 Q9NWU5 Q9HD33 Q9NYK5 Q8TCC3 O75394 Q7Z7H8 Q8IXM3 Q9H0U6 Q9BYC8 Q7Z2W9 Q96A35 Q9P015 Q9BZE1 Q9BYD1 Q6P1L8 Q8N983 Q86TS9 Q13405 Q96EL3 Q9NZE8 Q96EH3 Q9NQ50 Q9NP92 Q14197 Q96E29 Q9H2W6 Q5T653 Q9BYD6 Q9BYD2 Q9BYD3 P09001 Q9NPE2 Q9BRJ2,GADD45GIP1 SLC25A10 MRPS18A MRPL19 MRPL57 MRPL20 MRPL27 MRPL48 MRPL51 MRPL28 MRPL34 MRPL17 MRPL38 MRPL44 MRPL23 MRPL16 MRPL50 MRPL42 MRPL55 MRPL11 MRPL12 MRPL22 MRPL47 MRPL39 MRPL30 MRPL33 MRPL10 MRPL41 MRPL18 MRPL32 MRPL21 MRPL24 MRPL15 MRPL37 MRPL13 MRPL14 MRPL43 MRPL52 MRPL49 MRPL53 MRPL35 MALSU1 MRPL40 MRPS30 MRPL58 MTERF3 MRPL46 MRPL2 MRPL1 MRPL9 MRPL4 MRPL3 NGRN MRPL45
HuMAP2_04543,4,Q9NX14 O95139 O43674 O43676,NDUFB11 NDUFB6 NDUFB5 NDUFB3
HuMAP2_04544,3,O60264 Q09028 P49321,SMARCA5 RBBP4 NASP
HuMAP2_04545,5,Q9NX38 O00506 Q3MIT2 Q7L7X3 Q9NQ69 Q9UKY1 Q9Y6X8,ABITRAM STK25 PUS10 TAOK1 LHX9 ZHX1 ZHX2
HuMAP2_04546,2,P48544 P48549,KCNJ5 KCNJ3
HuMAP2_04547,2,Q92539 Q14693 Q9BQK8,LPIN2 LPIN1 LPIN3
HuMAP2_04548,2,Q9ULD0 Q02218 P36957 O00330 P82909 P10515 P09622,OGDHL OGDH DLST PDHX KGD4 DLAT DLD
HuMAP2_04549,2,Q13813 Q562R1 P60709,SPTAN1 ACTBL2 ACTB
HuMAP2_04550,4,Q99714 P30084 Q9ULC5 O60888 Q16831 Q16836,HSD17B10 ECHS1 ACSL5 CUTA UPP1 HADH
HuMAP2_04551,5,P29322 P52803,EPHA8 EFNA5
HuMAP2_04552,5,Q6P1L5 Q96LU5 Q9H2K2 O60547 O95271 Q86V21,FAM117B IMMP1L TNKS2 GMDS TNKS AACS
HuMAP2_04553,5,O94875 Q6YHK3 O75369,SORBS2 CD109 FLNB
HuMAP2_04554,4,Q14929 Q02386,ZNF169 ZNF45
HuMAP2_04555,4,Q6PKC3 Q9BV94 Q8TAS1,TXNDC11 EDEM2 UHMK1
HuMAP2_04556,2,Q96JJ3 Q92556 Q8IZD9 Q8N1I0 Q14185,ELMO2 ELMO1 DOCK3 DOCK4 DOCK1
HuMAP2_04557,5,O00624 Q96GZ6 Q9Y2Q0 Q9GZQ4 Q9NW15,SLC17A2 SLC41A3 ATP8A1 NMUR2 ANO10
HuMAP2_04558,4,Q9Y2K9 Q15833 Q8N4C7 Q15836,STXBP5L STXBP2 STX19 VAMP3
HuMAP2_04559,5,Q53H80 Q9H9L7 P35030 O14562 P28074 Q96S06,AKIRIN2 AKIRIN1 PRSS3 UBFD1 PSMB5 LMF1
HuMAP2_04560,5,O00425 Q9NZI8 Q9P2E9 Q6PKG0,IGF2BP3 IGF2BP1 RRBP1 LARP1
HuMAP2_04561,4,Q14258 Q8N0Z6,TRIM25 TTC5
HuMAP2_04562,5,Q9BTE7 Q5T7N3 Q9Y4G6 Q9H4X1,DCUN1D5 KANK4 TLN2 RGCC
HuMAP2_04563,1,Q7L5N1 P61201,COPS6 COPS2
HuMAP2_04564,3,Q9H078 O00165 Q05084,CLPB HAX1 ICA1
HuMAP2_04565,4,P54577 P09874 P27695,YARS1 PARP1 APEX1
HuMAP2_04566,4,P25067 P20908 P02458 Q9UIF7 P17706,COL8A2 COL5A1 COL2A1 MUTYH PTPN2
HuMAP2_04567,4,Q6NXT1 Q06187,ANKRD54 BTK
HuMAP2_04568,3,Q8TEB1 Q13619 Q92466,DCAF11 CUL4A DDB2
HuMAP2_04569,4,Q01813 Q16851 P08237 P17858,PFKP UGP2 PFKM PFKL
HuMAP2_04570,5,P32314 Q92949 P48380 P22670 P48378,FOXN2 FOXJ1 RFX3 RFX1 RFX2
HuMAP2_04571,2,Q15853 P22415,USF2 USF1
HuMAP2_04572,2,Q9HAW8 Q9HAW7 O60656,UGT1A10 UGT1A7 UGT1A9
HuMAP2_04573,2,Q9BRA2 Q9UHD9 P48735,TXNDC17 UBQLN2 IDH2
HuMAP2_04574,5,Q6IS14 Q96K17 Q9NQE7 Q9Y2X3 Q9H009 P55327 Q12894 O60664 Q9UKX3 Q9NVN8 Q96A49 Q14257 P20290 Q9NX24,EIF5AL1 BTF3L4 PRSS16 NOP58 NACA2 TPD52 IFRD2 PLIN3 MYH13 GNL3L SYAP1 RCN2 BTF3 NHP2
HuMAP2_04575,2,Q16385 Q99909 Q7RTT5 SPECIAL_unaccounted_gene Q7RTT6,SSX2;SSX2B SSX3 SSX7 SSX2 SSX6P
HuMAP2_04576,5,Q96JD6 P11216 P11217 P06737 P05090 Q96AT9,AKR1E2 PYGB PYGM PYGL APOD RPE
HuMAP2_04577,2,Q14CW9 Q5T6C5 Q9ULK2 A6NNY8 Q9UPT9,ATXN7L3 ATXN7L2 ATXN7L1 USP27X USP22
HuMAP2_04578,4,P49189 Q86WR0 P49840 Q96C19 Q92837,ALDH9A1 CCDC25 GSK3A EFHD2 FRAT1
HuMAP2_04579,3,P00505 Q13907 Q99798 P04040,GOT2 IDI1 ACO2 CAT
HuMAP2_04580,3,Q13148 P54727 Q5T6F2,TARDBP RAD23B UBAP2
HuMAP2_04581,3,P61019 Q8WUD1,RAB2A RAB2B
HuMAP2_04582,2,Q15654 A6NIX2,TRIP6 WTIP
HuMAP2_04583,4,O95298 Q9BQ95,NDUFC2 ECSIT
HuMAP2_04584,3,Q03111 P51825 Q9Y2F5 Q9UHB7 Q96JC9 Q9HB65 Q96CJ1,MLLT1 AFF1 ICE1 AFF4 EAF1 ELL3 EAF2
HuMAP2_04585,3,Q8N5N7 Q86TS9 O75394,MRPL50 MRPL52 MRPL33
HuMAP2_04586,5,Q01650 Q92542,SLC7A5 NCSTN
HuMAP2_04587,5,Q7Z5R6 Q9ULM0 Q8IVE3 Q9Y2X9 Q9Y330 O60711 Q05397,APBB1IP PLEKHH1 PLEKHH2 ZNF281 ZBTB12 LPXN PTK2
HuMAP2_04588,1,O75792 Q8TDP1,RNASEH2A RNASEH2C
HuMAP2_04589,5,O75563 P49796 Q9NYW8 P43155,SKAP2 RGS3 RBAK CRAT
HuMAP2_04590,5,Q5JTV8 Q8N4Q1 Q9NX63 Q6UXV4 O95831,TOR1AIP1 CHCHD4 CHCHD3 APOOL AIFM1
HuMAP2_04591,4,Q86V59 P13631,PNMA8A RARG
HuMAP2_04592,4,Q9NR11 A6NLU0 Q6ZWI9,ZNF302 RFPL4A RFPL4B
HuMAP2_04593,5,Q8WZ79 Q9UBS9,DNASE2B SUCO
HuMAP2_04594,5,Q8TBX8 P78356,PIP4K2C PIP4K2B
HuMAP2_04595,5,O95081 P52594 Q96CN7,AGFG2 AGFG1 ISOC1
HuMAP2_04596,2,Q96HC4 P57060,PDLIM5 RWDD2B
HuMAP2_04597,5,Q9UBD5 Q13416,ORC3 ORC2
HuMAP2_04598,2,Q16854 P27707,DGUOK DCK
HuMAP2_04599,1,Q9HCC0 Q96RQ3,MCCC2 MCCC1
HuMAP2_04600,4,Q8WUI4 P49773 Q9UNY4,HDAC7 HINT1 TTF2
HuMAP2_04601,4,O43808 Q14139 Q9NVM1 Q86XK7 Q92903,SLC25A17 UBE4A EVA1B VSIG1 CDS1
HuMAP2_04602,5,Q96EF6 Q8NCJ5 Q8N461 Q9H469 Q8TB52 Q9UK97 Q9NP81 Q9NUQ8 Q9Y2K7 Q9UKT5 Q6NT52 P63208 Q13309 Q13616,FBXO17 SPRYD3 FBXL16 FBXL15 FBXO30 FBXO9 SARS2 ABCF3 KDM2A FBXO4 CGB2 SKP1 SKP2 CUL1
HuMAP2_04603,5,Q53FT3 Q96JD6 P11586 O00429 Q8IYB5,HIKESHI AKR1E2 MTHFD1 DNM1L SMAP1
HuMAP2_04604,4,Q9BSC4 Q9NY61 Q8NEJ9,NOL10 AATF NGDN
HuMAP2_04605,4,Q8N3X1 Q92841,FNBP4 DDX17
HuMAP2_04606,4,Q9P032 Q9P0J0 O95167 Q13216,NDUFAF4 NDUFA13 NDUFA3 ERCC8
HuMAP2_04607,4,Q8WUH2 Q96AX1 O15040 Q9H269 Q9P253 P49754 Q9H270 Q8N3P4,TGFBRAP1 VPS33A TECPR2 VPS16 VPS18 VPS41 VPS11 VPS8
HuMAP2_04608,4,Q86UQ0 P46531 Q14587 Q92585 Q06330,ZNF589 NOTCH1 ZNF268 MAML1 RBPJ
HuMAP2_04609,4,Q9NRP4 Q5VUM1,SDHAF3 SDHAF4
HuMAP2_04610,5,O43300 Q8N129 Q7Z5L7 O15335,LRRTM2 CNPY4 PODN CHAD
HuMAP2_04611,2,Q92529 Q6S5L8,SHC3 SHC4
HuMAP2_04612,5,P58397 P02585 P15090 P43026 Q9NRH2,ADAMTS12 TNNC2 FABP4 GDF5 SNRK
HuMAP2_04613,2,P31146 Q5JTD0 Q6QEF8,CORO1A TJAP1 CORO6
HuMAP2_04614,4,Q8IY37 O15530,DHX37 PDPK1
HuMAP2_04615,5,A1L390 Q96SB3 Q9Y2G5 Q9ULV4 Q8N3V7 Q76I76 Q14247,PLEKHG3 PPP1R9B POFUT2 CORO1C SYNPO SSH2 CTTN
HuMAP2_04616,5,Q8J025 P98088 P08246 Q659A1 P08311 P05164,APCDD1 MUC5AC ELANE ICE2 CTSG MPO
HuMAP2_04617,4,P55197 Q96K80 Q9UBP9 P53567 Q8TEK3 P55198,MLLT10 ZC3H10 GULP1 CEBPG DOT1L MLLT6
HuMAP2_04618,2,Q5QNW6 P42696 Q9Y3C1 Q13601 Q13610,H2BC18 RBM34 NOP16 KRR1 PWP1
HuMAP2_04619,4,Q9P2Y4 Q8IVL5,ZNF219 P3H2
HuMAP2_04620,4,Q8NC06 Q16281 Q5T8D3,ACBD4 CNGA3 ACBD5
HuMAP2_04621,5,Q9BWU0 P57052,SLC4A1AP RBM11
HuMAP2_04622,2,Q9H0F6 Q6UWE0 P07098,SHARPIN LRSAM1 LIPF
HuMAP2_04623,5,Q8IUX4 Q49AM3 Q96AK3,APOBEC3F TTC31 APOBEC3D
HuMAP2_04624,3,P25705 P06576 P30049 P56385 P18859 O75964 P48047 O75947 P24539,ATP5F1A ATP5F1B ATP5F1D ATP5ME ATP5PF ATP5MG ATP5PO ATP5PD ATP5PB
HuMAP2_04625,5,Q96EK4 Q9P1Z0 Q5T8I3 Q9NQX1,THAP11 ZBTB4 EEIG2 PRDM5
HuMAP2_04626,5,A8MTJ3 P61020 P51148,GNAT3 RAB5B RAB5C
HuMAP2_04627,2,Q9NXV6 Q8WXF1 Q15233 Q9H0D6,CDKN2AIP PSPC1 NONO XRN2
HuMAP2_04628,1,Q99848 Q8TDN6,EBNA1BP2 BRIX1
HuMAP2_04629,3,Q5T6C5 P43897,ATXN7L2 TSFM
HuMAP2_04630,5,O15131 P52294 O60684 O43148,KPNA5 KPNA1 KPNA6 RNMT
HuMAP2_04631,4,O60828 Q13123,PQBP1 IK
HuMAP2_04632,4,Q9Y6M1 Q9NZI8 O75179 Q659C4 Q13310 Q6PKG0,IGF2BP2 IGF2BP1 ANKRD17 LARP1B PABPC4 LARP1
HuMAP2_04633,5,Q96CN5 Q5VTE6 Q9NR22 Q99873,LRRC45 ANGEL2 PRMT8 PRMT1
HuMAP2_04634,5,P69905 Q8N9F7 Q9H1J1 P02652 Q14624 P19823 P02656 P02763 P04217 P69891 P19652 P68871 P00751 P02790 P02042 P00915 P02768 P02787 P01024 P06727,HBA1;HBA2 GDPD1 UPF3A APOA2 ITIH4 ITIH2 APOC3 ORM1 A1BG HBG1 ORM2 HBB CFB HPX HBD CA1 ALB TF C3 APOA4
HuMAP2_04635,5,P51003 Q9BYV8,PAPOLA CEP41
HuMAP2_04636,4,O14561 A6NFY7 Q9NU23 Q5U5X0 Q9NWU1,NDUFAB1 SDHAF1 LYRM2 LYRM7 OXSM
HuMAP2_04637,5,Q9GZU8 Q96S79 Q6PCT2 Q9BUV0 P61289 Q9UK76 Q14781,PSME3IP1 RASL10B FBXL19 RSRP1 PSME3 JPT1 CBX2
HuMAP2_04638,2,O75886 Q92783 O14964,STAM2 STAM HGS
HuMAP2_04639,4,Q12923 Q8TD10 Q96DD0 Q9Y2I6 P41220,PTPN13 MIPOL1 LRRC39 NINL RGS2
HuMAP2_04640,4,Q13395 O15228 Q9Y4R8 P35613 P20711,TARBP1 GNPAT TELO2 BSG DDC
HuMAP2_04641,5,Q9UHP3 Q9UKG9 P16671,USP25 CROT CD36
HuMAP2_04642,2,Q5VUM1 Q9NX18 P31040 P21912,SDHAF4 SDHAF2 SDHA SDHB
HuMAP2_04643,5,Q9UI47 P55289 O15169 Q5JTC6 P19022 P55283 P12830 P25054,CTNNA3 CDH12 AXIN1 AMER1 CDH2 CDH4 CDH1 APC
HuMAP2_04644,4,Q8NC51 Q7Z478 P80723,SERBP1 DHX29 BASP1
HuMAP2_04645,4,Q9H2A2 P30837 Q02252 P31937 O75608 P34897 O43175 P30086 P05091 P00505 P61960 P40925 P35754 Q8TD30 P80404 P12955,ALDH8A1 ALDH1B1 ALDH6A1 HIBADH LYPLA1 SHMT2 PHGDH PEBP1 ALDH2 GOT2 UFM1 MDH1 GLRX GPT2 ABAT PEPD
HuMAP2_04646,4,P84022 Q15796 Q9Y2U8 O15198,SMAD3 SMAD2 LEMD3 SMAD9
HuMAP2_04647,4,Q9NRA8 O75420 O60573,EIF4ENIF1 GIGYF1 EIF4E2
